feature	logFC	AveExpr	t	P.Value	adj.P.Val	B
mir_chr14_10170|chr14:86799509-86799588	0.151858523	-3.120810583	0.154638703	0.879156322	0.991259753	-5.983987449
mir222-3p|chrX:4474785-4474836	0.618290702	3.155070859	1.040253518	0.314609934	0.839599779	-5.984420394
mir690-3p|chr6:41896264-41896287	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr6:109190316-109190339	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr1:228245180-228245203	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr18:12806753-12806776	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr3:163768206-163768229	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr1:235853452-235853475	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr4:188444672-188444695	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr14:46116149-46116172	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr19:60383687-60383710	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr6:41897924-41897947	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr2:268717639-268717662	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr5:82844586-82844609	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr11:75959709-75959732	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr6:35965603-35965626	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr6:124520856-124520879	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr5:132456494-132456517	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr11:75113326-75113349	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr17:74535867-74535890	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr16:87990648-87990671	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr4:205742380-205742403	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr7:133077692-133077715	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
mir690-3p|chr13:57041222-57041245	0.021244064	-5.40655788	0.023027442	0.98193025	0.991259753	-5.98616778
"mir193b-3p,mir193-3p|chr14:30144277-30144316"	-0.704821126	3.772440008	-1.058783703	0.306359659	0.839599779	-5.986410665
mir344d-3-3p|chr1:122332576-122332615	-0.287587611	-5.967198307	-0.329725794	0.746141602	0.989066287	-5.986812955
"mir344e-3p,mir344d-3-3p|chr1:122356807-122356846"	-0.287587611	-5.967198307	-0.329725794	0.746141602	0.989066287	-5.986812955
"mir344e-3p,mir344d-3-3p|chr1:122341839-122341878"	-0.287587611	-5.967198307	-0.329725794	0.746141602	0.989066287	-5.986812955
mir_chr7_29162|chr7:34431913-34431971	-0.035124962	-3.156600009	-0.038775819	0.969577681	0.991259753	-5.988217519
"mir135a-3p,mir135-1-3p,mir135a-2-3p|chr7:32974075-32974125"	0.268607272	-2.740464168	0.2841458	0.780162089	0.991259753	-5.988681951
mir_chr3_21693|chr3:166050482-166050536	0.201331855	-2.884897066	0.22984097	0.821303068	0.991259753	-5.989111091
"mirlet7a-6-5p,mirlet7f-1-5p,mirlet7f-5p,mir3596d-5p,mirlet7a-2-5p,mirlet7a-3-5p,mirlet7a-5-5p|chr17:18474381-18474432"	-0.694914688	2.84641747	-1.006630196	0.329988489	0.841816987	-5.989131701
"mir9a-1-5p,mir3597-1-5p,mir9a-4-5p,mir9-1-5p,mir9-2-5p,mir9-5p,mir9-3-5p|chr2:206985860-206985914"	-0.64623705	0.617519331	-0.842099426	0.412885218	0.910109707	-5.989172776
"mir3595-3p,mir376a-3p|chr6:143035943-143036003"	-0.292049528	-2.4601481	-0.328677151	0.746918514	0.989066287	-5.990681383
mir_chr1_1159|chr1:151049468-151049527	0.384563235	-2.075730065	0.468252679	0.646298617	0.963409284	-5.990834075
mir_chr13_12927|chr13:99395112-99395171	-0.147385834	-2.91489596	-0.159146207	0.875665013	0.991259753	-5.992099144
mir_chr3_20701|chr3:19414478-19414559	0.496902288	-0.350127477	0.75075718	0.464350455	0.910841276	-5.992534424
"mir3544-3p,mir337-3p|chr6:142868095-142868145"	0.257052539	-2.672323455	0.290103743	0.775686951	0.991259753	-5.994228235
mir_chr8_31635|chr8:129505919-129505986	0.190319381	-5.796442455	0.199517013	0.844523038	0.991259753	-5.994745681
mir_chr2_17336|chr2:44989687-44989748	0.190319381	-5.796442455	0.199517013	0.844523038	0.991259753	-5.994745681
mir_chr9_31807|chr9:15741403-15741466	0.190319381	-5.796442455	0.199517013	0.844523038	0.991259753	-5.994745681
mir_chr13_9343|chr13:74907144-74907207	0.190319381	-5.796442455	0.199517013	0.844523038	0.991259753	-5.994745681
mir_chr12_11939|chr12:39932988-39933052	0.190319381	-5.796442455	0.199517013	0.844523038	0.991259753	-5.994745681
mir_chr10_5789|chr10:55320802-55320860	0.190319381	-5.796442455	0.199517013	0.844523038	0.991259753	-5.994745681
mir_chr3_20281|chr3:158574417-158574485	0.190319381	-5.796442455	0.199517013	0.844523038	0.991259753	-5.994745681
mir_chr11_7105|chr11:56734029-56734095	0.190319381	-5.796442455	0.199517013	0.844523038	0.991259753	-5.994745681
mir_chr4_23602|chr4:210040240-210040301	0.190319381	-5.796442455	0.199517013	0.844523038	0.991259753	-5.994745681
mir_chr17_13649|chr17:11608751-11608809	0.190319381	-5.796442455	0.199517013	0.844523038	0.991259753	-5.994745681
mir6953-3p|chr7:117291931-117291964	0.190319381	-5.796442455	0.199517013	0.844523038	0.991259753	-5.994745681
mir_chr18_14729|chr18:11557072-11557160	-0.074063313	-2.985504635	-0.085004138	0.933376091	0.991259753	-5.998308301
mir291a-3p|chr1:63524768-63524809	-0.035410124	-3.006479568	-0.037137544	0.970862377	0.991259753	-6.001670187
mir_chr5_24753|chr5:152026198-152026273	0.154809467	-5.810231926	0.163232271	0.872502434	0.991259753	-6.003383003
"mir17-3p,mir17-1-3p,mir17-2-3p|chr15:103640943-103640985"	0.505316098	3.108024899	1.016255016	0.325532391	0.841816987	-6.004717182
mir_chr14_14246|chr14:15193191-15193241	0.126320846	-5.794525245	0.137924026	0.8921248	0.991259753	-6.004872538
mir_chr5_25980|chr5:164489061-164489114	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir_chr17_13888|chr17:45778680-45778745	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir_chr16_12624|chr16:21238298-21238354	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir_chr1_531|chr1:88112952-88113017	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir_chr10_4381|chr10:38029148-38029208	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir653-3p|chr4:28563519-28563567	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir_chr4_22926|chr4:2761735-2761794	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir208b-3p|chr15:37526108-37526164	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir370-5p|chr6:142902085-142902124	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir_chr11_7209|chr11:74657499-74657561	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir_chr1_1353|chr1:220793171-220793226	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir_chr16_12468|chr16:2016592-2016663	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir_chr20_19152|chr20:25131755-25131812	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir_chr12_7989|chr12:52068733-52068789	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir_chr6_28001|chr6:144695726-144695799	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir670-3p|chr3:89858912-89858959	0.121697403	-5.796442455	0.132960176	0.89598243	0.991259753	-6.005831275
mir7061-5p|chr1:208508737-208508767	0.117043646	-5.798372489	0.127957109	0.899873282	0.991259753	-6.006772328
mir3547-3p|chr10:14420723-14420778	0.117043646	-5.798372489	0.127957109	0.899873282	0.991259753	-6.006772328
mir379-3p|chr6:143019913-143019956	-0.259112735	-2.370313681	-0.306047713	0.763751813	0.989066287	-6.008063418
mir_chr1_355|chr1:62558342-62558397	0.107643568	-5.802271724	0.117831137	0.907756199	0.991259753	-6.008599347
mir_chr17_14008|chr17:64770780-64770869	0.093305735	-5.808221193	0.102334117	0.919839517	0.991259753	-6.011194143
"mir3592-3p,mir382-3p|chr6:143046517-143046575"	0.086546867	-2.891426818	0.071456503	0.943973277	0.991259753	-6.011660981
mir1291-3p|chr6:84014833-84014863	-0.166175401	-5.916334869	-0.188159285	0.853259739	0.991259753	-6.015334041
mir127-5p|chr6:142875606-142875654	0.46598746	-0.91835751	0.636789527	0.533807512	0.945284135	-6.016629121
mir1291-3p|chr8:17764332-17764362	-0.152371918	-5.910563896	-0.172269377	0.865515839	0.991259753	-6.017309105
mir187-3p|chr18:16149603-16149655	0.513136169	0.875983725	0.848247707	0.409559371	0.910109707	-6.01817208
mir_chr18_14781|chr18:24114355-24114412	0.038104469	-5.831149706	0.04209597	0.966974368	0.991259753	-6.018964648
mir_chr4_21861|chr4:9193730-9193786	0.489203893	-0.076067597	0.74353966	0.468579233	0.914913509	-6.023243148
"mir451a-5p,mir451b-5p,mir451-5p|chr10:66340888-66340924"	-0.233665646	-2.382739444	-0.258480574	0.7995298	0.991259753	-6.023800634
mir879-5p|chr4:21605854-21605892	-0.524615215	2.263296708	-0.935261897	0.364385782	0.874762747	-6.024756071
mir3558-3p|chr6:20980760-20980817	0.492914541	2.277047723	0.943975523	0.360057857	0.874762747	-6.026864697
mir_chr19_15502|chr19:68344775-68344858	0.17445802	-2.560940062	0.189069092	0.85255914	0.991259753	-6.027049274
mir_chr2_25711|chr2:117542517-117542567	-0.034742385	-5.88259609	-0.037939701	0.970233334	0.991259753	-6.027126557
mir34b-3p|chr8:54088898-54088940	-0.28070759	-2.162395823	-0.311080101	0.759997377	0.989066287	-6.031065619
mir_chr12_8348|chr12:39342689-39342749	0.360062528	-2.158702473	0.336791324	0.740914391	0.989066287	-6.031264133
mir188-3p|chrX:16895434-16895474	-0.393957786	-1.19845938	-0.53256927	0.602089677	0.961430202	-6.033689602
mir_chr1_581|chr1:90162449-90162503	0.312484106	-1.982807338	0.383605755	0.70662348	0.97903777	-6.034231372
"mirlet7b-1-3p,mirlet7b-2-3p,mirlet7b-3p|chr7:126301382-126301432"	-0.946905053	-0.293313207	-0.671422648	0.512103506	0.941278021	-6.037011775
mir690-3p|chr6:102275109-102275129	0.112824686	-2.593524064	0.120670326	0.905544884	0.991259753	-6.037318822
rno-mir-466b-1-3p|chr17:73503748-73503791	-0.276353655	-2.085182749	-0.296437772	0.770938315	0.991259753	-6.040564879
rno-mir-466b-1-3p|chr17:73754807-73754850	-0.276353655	-2.085182749	-0.296437772	0.770938315	0.991259753	-6.040564879
mir350-5p|chr13:99302920-99302969	0.502859136	0.198503529	0.747067097	0.466509562	0.912269465	-6.044854665
mir350-5p|chr13:48922456-48922505	0.502859136	0.198503529	0.747067097	0.466509562	0.912269465	-6.044854665
rno-mir-3084a-3p|chr19:54235986-54236020	0.471449243	-1.097359098	0.562218877	0.582226167	0.950914258	-6.046050623
mir673-3p|chr6:142853506-142853551	-0.260443887	-1.986062777	-0.305578494	0.76410219	0.989066287	-6.047632419
mir_chr16_12566|chr16:13994499-13994557	0.176282396	-2.353261266	0.193627742	0.849050686	0.991259753	-6.049141396
mir_chr6_26515|chr6:66666986-66667042	0.222533457	-2.172282495	0.260926596	0.797677865	0.991259753	-6.052283363
"mir210-5p,mir3574-5p|chr1:221125946-221126005"	0.46657587	0.157753035	0.724311627	0.47995904	0.918441157	-6.058023764
mir294-5p|chr1:63523139-63523178	-0.175282328	-2.135180235	-0.203157548	0.841727027	0.991259753	-6.059066259
mir500-3p|chrX:16906491-16906537	0.498715441	2.644420859	0.931663218	0.366183605	0.874762747	-6.059644117
mir34c-5p|chr8:54088419-54088457	0.487311127	6.132655655	1.090813588	0.292473605	0.826837797	-6.061739399
"mir29b-1-5p,mir3587-5p,mir29b1-5p,mir29b-5p|chr4:58100079-58100133"	-0.333588634	-1.727763667	-0.347619718	0.732928941	0.987172275	-6.06325173
mir190b-5p|chr2:208854174-208854213	0.510534663	1.952905669	0.881105718	0.392084154	0.895683572	-6.063668477
rno-mir-466b-2-3p|chr17:73751777-73751818	-0.106194877	-2.24256879	-0.133773878	0.895349878	0.991259753	-6.063815394
rno-mir-466b-2-3p|chr17:73500718-73500759	-0.106194877	-2.24256879	-0.133773878	0.895349878	0.991259753	-6.063815394
mir186-5p|chr2:282781959-282782002	0.483273498	11.02400287	1.177050542	0.257415457	0.818149798	-6.071009956
mir34b-5p|chr8:54088940-54088982	0.487055344	1.491610776	0.830829128	0.419027404	0.910109707	-6.07599109
"rno-mir-1298-5p,mir1298-5p|chrX:118332412-118332481"	-0.330789369	-1.211881471	-0.441098654	0.66539843	0.963409284	-6.077953521
"mir142a-3p,mir142b-3p,mir142-3p|chr10:75051445-75051501"	0.555428259	7.887027399	1.113460288	0.282940158	0.822279396	-6.078296311
mir222-5p|chrX:4474733-4474784	-0.070997608	-2.130162416	-0.084422814	0.933830559	0.991259753	-6.079639086
"mir3102-3p,rno-mir-3102-3p|chr1:172118680-172118748"	0.034515408	-2.207021826	0.029239195	0.97705718	0.991259753	-6.080541002
mir298-5p|chr3:178409281-178409322	-0.447310114	0.297830431	-0.688993688	0.501288637	0.935252962	-6.082462167
mir3577-3p|chr10:103945202-103945258	0.601222194	1.326063673	0.807397889	0.431985557	0.910109707	-6.0844427
"mir292b-3p,mir292-3p|chr1:63524480-63524521"	0.32346789	-1.504777254	0.382806249	0.707203887	0.97903777	-6.085628321
mir_chr9_31692|chr9:8735276-8735352	0.183995495	-1.937684341	0.214432907	0.833081414	0.991259753	-6.08692109
mir_chr17_14089|chr17:73483260-73483333	0.552002306	-1.253438741	0.443316067	0.663829487	0.963409284	-6.092661738
"mir126a-5p,mir126b-5p,mir3567-5p,mir126-5p|chr3:9402770-9402829"	-0.463907407	11.93386496	-1.170037569	0.260141265	0.818149798	-6.094041608
mir_chr17_13665|chr17:12583045-12583125	0.124539756	-1.950921143	0.155045681	0.878840988	0.991259753	-6.094439636
"mir3068-5p,rno-mir-3068-5p|chr6:120749484-120749523"	-0.451396279	1.493645984	-0.793477021	0.439804125	0.910109707	-6.096087222
mir708-3p|chr1:167436286-167436330	0.379280504	-0.695404947	0.537128034	0.599013733	0.960649897	-6.096551705
"mir132-5p,mir132-2-5p,mir132-3-5p|chr10:61729384-61729434"	0.349279608	-1.32386993	0.402951735	0.692637198	0.976472058	-6.098896298
mir449a-5p|chr2:63935153-63935198	0.473766078	0.536184668	0.705958275	0.490974637	0.925783511	-6.10171429
mir3558-5p|chr6:20980703-20980760	0.313729257	-1.525068427	0.325337856	0.749394394	0.989066287	-6.102343574
mir_chr5_25237|chr5:62316278-62316340	0.357626458	-0.916674846	0.47798807	0.639512037	0.963409284	-6.103718088
mir_chr6_27752|chr6:116009403-116009460	0.339865057	-1.110094823	0.430135141	0.673179357	0.964665756	-6.105350738
"mir29a-1-5p,mir29a-2-5p,mir29a-5p,mir3556a-5p|chr4:58099720-58099779"	0.478063049	3.461609819	0.930895665	0.366567846	0.874762747	-6.105607245
"mir101a-1-3p,mir101b-3p|chr1:254503441-254503490"	-0.493176668	13.49136169	-1.186434878	0.25380217	0.816449939	-6.106414005
"mir101a-1-5p,mir101b-5p|chr1:254503392-254503441"	-0.378483826	-0.292174119	-0.563206253	0.581570517	0.950914258	-6.109564754
"mir2964-5p,mir219b-5p,mir219-1-5p,mir219-2-5p,mir219a-2-5p|chr3:13751022-13751072"	-0.289644601	-1.15728765	-0.380794082	0.708665462	0.97903777	-6.109755541
mir1949-3p|chr2:2471845-2471888	0.25068515	-1.365163758	0.347227863	0.733217368	0.987172275	-6.111308498
mir_chr17_13663|chr17:12581941-12582006	-0.468781245	1.970097786	-0.813239056	0.428731479	0.910109707	-6.111719244
mir429-3p|chr5:176962352-176962396	-0.450795638	7.557541316	-1.072525222	0.300344239	0.8326079	-6.11220203
"mir133c-3p,mir133-3p,mir133-2-3p,mir133a-2-3p|chr3:181337024-181337076"	0.476271228	1.418115301	0.776812702	0.449280399	0.910109707	-6.11422296
mir421-3p|chrX:75245455-75245494	0.46331617	5.042680993	1.000238226	0.332971791	0.842321945	-6.115573928
mir_chr13_13141|chr13:118089806-118089864	-0.402152166	-0.319279885	-0.537247221	0.598933419	0.960649897	-6.119367697
mir185-3p|chr11:89906679-89906719	0.262386512	-1.243760741	0.355404446	0.727207614	0.98637203	-6.121485715
mir30c-1-3p|chr5:143494756-143494800	-0.497112163	5.418411287	-1.001370812	0.332441789	0.842321945	-6.123489209
"mir3553-3p,mir183-3p,mir183-1-3p,mir183-2-3p|chr4:57225369-57225424"	0.223330374	-1.392867021	0.292798605	0.773665464	0.991259753	-6.124181203
"mir3589-5p,mir505-5p|chrX:143545633-143545689"	-0.411285816	0.116260343	-0.595807555	0.560138433	0.94844157	-6.126753603
"mir29c-3p,mir3556b-3p|chr13:118329969-118330022"	0.460767595	2.74809285	0.860052449	0.403223094	0.90840948	-6.128221419
"mir29c-3p,mir3556b-3p|chr1:39612907-39612960"	0.460767595	2.74809285	0.860052449	0.403223094	0.90840948	-6.128221419
mir_chr1_876|chr1:148693400-148693463	0.425281699	0.064904164	0.601836579	0.556221583	0.946701805	-6.130952389
"mirlet7g-5p,mirlet7j-5p|chr8:114237835-114237883"	-0.509010716	12.16838936	-1.139020469	0.272461161	0.818149798	-6.133246183
mir_chr8_30793|chr8:131772189-131772252	0.178745975	-1.416723723	0.239507227	0.813936322	0.991259753	-6.13577967
mir_chr8_31128|chr8:63742305-63742358	-0.315840606	-0.809798601	-0.398698405	0.695702499	0.977038659	-6.137048584
mir361-3p|chrX:84652349-84652386	0.50393181	4.281324079	0.941689858	0.361189659	0.874762747	-6.138225449
mir302a-3p|chr2:251220841-251220875	-0.153422384	-1.417148107	-0.203699085	0.841311301	0.991259753	-6.138527455
"mir25-5p,mir25-1-5p|chr12:21365011-21365060"	0.12919715	-1.548649132	0.152187416	0.881056071	0.991259753	-6.139026056
mir301b-3p|chr11:91182009-91182056	0.308785862	-0.595440752	0.469571703	0.6453772	0.963409284	-6.139294563
"mir3581-5p,mir409-5p|chr6:143055814-143055854"	-0.314847855	-0.774774466	-0.388526097	0.703055678	0.978598241	-6.146892546
"mir31a-5p,mir3554-5p,mir31-5p|chr5:111183133-111183192"	-0.546273157	3.670961491	-0.880227052	0.392544895	0.895683572	-6.152960948
rno-mir-466b-1-5p|chr17:73503791-73503834	0.28316125	-0.876429264	0.369085178	0.71719375	0.982292339	-6.153230974
rno-mir-466b-1-5p|chr17:73754850-73754893	0.28316125	-0.876429264	0.369085178	0.71719375	0.982292339	-6.153230974
mir652-3p|chrX:112450491-112450531	0.595370545	3.677627854	0.891717555	0.386548252	0.893809573	-6.153291511
mir3557-3p|chr18:55956696-55956752	-0.519158437	4.520797029	-0.928644683	0.367696297	0.874762747	-6.153616737
mir672-5p|chrX:75784697-75784747	0.360869074	-0.209916658	0.503744653	0.621717888	0.9631731	-6.159556667
mir_chr1_1003|chr1:138035249-138035313	0.454402729	3.13930939	0.84849467	0.409426147	0.910109707	-6.159953097
mir294-3p|chr1:63523100-63523139	0.120005252	-1.337551217	0.161000569	0.874229478	0.991259753	-6.160884814
mir_chr20_18665|chr20:14711474-14711534	-0.036105995	-1.418680504	-0.047863993	0.96245263	0.991259753	-6.16094147
mir_chr14_15875|chr14:83031014-83031070	0.3566825	0.20814014	0.569616361	0.577323274	0.950914258	-6.161387939
rno-mir-466c-3p|chr17:73745318-73745357	-0.180277622	-1.128755686	-0.240695262	0.813032143	0.991259753	-6.162023874
mir542-5p|chrX:152784188-152784230	-0.360137627	0.574524524	-0.603465626	0.555165778	0.946701805	-6.162927489
mir542-5p|chrX:152777449-152777491	-0.360137627	0.574524524	-0.603465626	0.555165778	0.946701805	-6.162927489
mir542-5p|chrX:153215168-153215210	-0.360137627	0.574524524	-0.603465626	0.555165778	0.946701805	-6.162927489
"mir181a-2-5p,mir181a2-5p|chr3:28374768-28374826"	0.124668467	-1.320092298	0.146986461	0.885089299	0.991259753	-6.163639897
mir_chr4_22117|chr4:64934869-64934929	0.262250193	-0.81246334	0.352048321	0.729672142	0.987172275	-6.165290779
mir_chr17_14079|chr17:73471850-73471911	0.550149621	6.007532261	0.982921941	0.341149935	0.850653259	-6.167445018
"mir137-3p,mir137-1-3p,mir137-2-3p,mir137-3-3p|chr2:239707813-239707864"	0.211568325	-1.06722129	0.26570439	0.794064123	0.991259753	-6.16855039
mir802-5p|chr11:37163114-37163162	-0.505563048	9.735788681	-1.052653413	0.30907143	0.839599779	-6.174853518
mir149-5p|chr9:99682350-99682390	-0.164461314	-1.088154661	-0.189730194	0.852050138	0.991259753	-6.176813604
mir708-5p|chr1:167436242-167436286	-0.128419463	-1.072772685	-0.182169876	0.85787505	0.991259753	-6.18076497
mirlet7i-3p|chr7:67000281-67000326	0.388528992	1.359437793	0.674491513	0.510205013	0.941278021	-6.183567152
"rno-mir-128-2-3p,mir128-2-3p|chr8:119718184-119718226"	-0.511972754	3.023607725	-0.800393865	0.435908184	0.910109707	-6.184216458
mir_chr6_27657|chr6:104803677-104803737	0.00680559	-1.200110457	0.009651001	0.992426222	0.99476685	-6.185895811
mir_chr14_9896|chr14:34243723-34243784	-0.143952856	-0.960971234	-0.20127498	0.843172608	0.991259753	-6.188904095
"mir214a-3p,mir3120-3p,mir214-3p|chr13:85024814-85024874"	0.408694827	2.672377466	0.780090629	0.447406356	0.910109707	-6.189311826
mir300-3p|chr6:143036545-143036590	-0.453383502	1.712677001	-0.676289861	0.509094387	0.941278021	-6.197267921
mir_chr8_43710|chr8:65505896-65505973	0.382390823	1.756941082	0.687617654	0.502130743	0.935252962	-6.201463842
mir_chr17_14100|chr17:73495065-73495122	-0.086576278	-0.988779726	-0.091329248	0.92843281	0.991259753	-6.202616711
mir_chr17_14118|chr17:73746127-73746184	-0.086576278	-0.988779726	-0.091329248	0.92843281	0.991259753	-6.202616711
mir_chr14_9789|chr14:20202784-20202846	0.280495037	-0.096231493	0.433750083	0.670609473	0.963409284	-6.203309599
"mir93-3p,mir93a-3p|chr12:21365172-21365215"	0.339709162	0.063714311	0.465558883	0.648182251	0.963409284	-6.203859094
"mir219c-5p,mir219-1-5p,mir219a-1-5p|chr20:5895543-5895598"	0.46218217	3.399248783	0.807194632	0.432099074	0.910109707	-6.209069485
mir676-5p|chrX:71080127-71080171	-0.161171472	-0.62235804	-0.233280562	0.818679691	0.991259753	-6.21384759
mir_chr3_20647|chr3:15718445-15718528	0.234924231	-0.277041281	0.359464239	0.724230512	0.984428468	-6.214954845
rno-mir-6324-5p|chr11:39913865-39913925	0.424586761	3.948604217	0.830714788	0.41909002	0.910109707	-6.218486971
mir542-3p|chrX:152784231-152784273	-0.446440628	4.44270676	-0.84380936	0.411958482	0.910109707	-6.225131117
mir542-3p|chrX:153215211-153215253	-0.446440628	4.44270676	-0.84380936	0.411958482	0.910109707	-6.225131117
mir542-3p|chrX:152777492-152777534	-0.446440628	4.44270676	-0.84380936	0.411958482	0.910109707	-6.225131117
mir1249-3p|chr7:125575314-125575374	0.395885955	-0.252716312	0.341354069	0.73754576	0.988619501	-6.227405461
mir_chr17_14071|chr17:73463617-73463680	-0.403196205	2.680337089	-0.718631688	0.48335217	0.918441157	-6.228760965
mir874-5p|chr17:9222183-9222223	-0.074375236	-0.705892688	-0.099414438	0.922118426	0.991259753	-6.229486402
mir511-3p|chr17:83129879-83129918	0.401732555	4.332684317	0.838808259	0.414672767	0.910109707	-6.230996217
"mir3565-5p,mir218-1-5p,mir218a-2-5p|chr14:66955550-66955607"	0.311915282	0.297582297	0.436442418	0.66869823	0.963409284	-6.235039548
"mir374-5p,mir374b-5p|chrX:75245651-75245691"	-0.406327794	5.617957395	-0.889025848	0.387947445	0.893809573	-6.236619713
"mir7a-2-3p,mir7-1-3p,mir7-2-3p,mir7-3p,mir7b-3p,mir7a-1-3p|chr17:8879437-8879491"	-0.385647294	3.346901614	-0.75799193	0.460135154	0.910109707	-6.236755529
"mir365-5p,mir365-2-5p,mir365-3-5p|chr10:64570114-64570169"	0.333118177	1.234907739	0.565742814	0.579887905	0.950914258	-6.241837275
"mir3549-5p,mir193a-1-5p,mir193a-5p,mir193a-2-5p,mir193-5p|chr10:64584012-64584068"	-0.020105532	-0.644767306	-0.025112258	0.980294636	0.991259753	-6.243884974
"mir7a-2-5p,mir7-1-5p,mir7-2-5p,mir7-5p,mir7b-5p,mir7a-1-5p|chr17:8879383-8879437"	-0.408108001	2.219624192	-0.657155153	0.520982914	0.941278021	-6.244317386
mir_chr20_18777|chr20:33869516-33869563	0.047160472	-0.604607933	0.066649733	0.947735949	0.991259753	-6.245564246
mir_chr10_6241|chr10:88638600-88638662	-0.287574723	0.601246546	-0.453625467	0.65655642	0.963409284	-6.246554213
"mirlet7a-1-5p,mirlet7c-1-5p,mirlet7c-2-5p,mirlet7c-5p|chr11:19708137-19708191"	-0.486211021	7.528794872	-0.934938181	0.364547254	0.874762747	-6.247226756
mir376b-3p|chr6:143035494-143035537	-0.017256413	-0.571897918	-0.02359894	0.98148188	0.991259753	-6.249531619
mir_chr1_190|chr1:32938924-32938974	-0.413680222	7.787065059	-0.93712836	0.363455734	0.874762747	-6.25062758
"mir107b-5p,mir103-2-5p,mir107-5p|chr1:260347553-260347597"	0.017783764	-0.566246109	0.026278112	0.97938002	0.991259753	-6.25084536
"mir16-3p,mir16-2-3p,rno-mir-16-3p|chr2:184967237-184967284"	0.273216514	0.550450516	0.429860845	0.673374528	0.964665756	-6.260490183
mir32-5p|chr5:78089077-78089117	-0.439387883	4.87096954	-0.817558572	0.426335232	0.910109707	-6.267147445
mir547-3p|chr1:151058349-151058389	0.117201677	-0.246811767	0.171419613	0.866172308	0.991259753	-6.267405522
mir2424-3p|chr4:224717767-224717804	0.245914701	0.684930316	0.416860247	0.682652485	0.971325278	-6.275649276
"mir15b-3p,rno-mir-15b-3p|chr2:184967089-184967138"	-0.315168078	1.235379716	-0.492732506	0.629296801	0.9631731	-6.275702226
mir331-5p|chr7:34938797-34938845	0.238585552	0.69524872	0.379746376	0.709426951	0.97903777	-6.29089168
"mir30d-5p,mir30e-5p,mir30a-5p|chr9:28377812-28377856"	-0.414319752	15.27387163	-1.046090718	0.311993806	0.839599779	-6.291243895
"mir181b-3p,mir181b-1-3p,mir181b1-3p|chr13:59986292-59986349"	0.064416778	-0.112981429	0.091631729	0.928196485	0.991259753	-6.291310906
mir351-5p|chrX:152774512-152774552	-0.404897099	6.80921232	-0.862223958	0.402064602	0.90840948	-6.296761662
